guidance,request,requested_bin,requested_centre,bin_lo,bin_hi,seed_row,seed_smiles,seed_value,generated,valid,generated_value,obtained_delta,tanimoto_to_seed,is_copy,novel
1.0,null,20,,,,32052,COc1ccccc1CNC(=O)Cc1c[nH]c2ccccc12,3.035400000000001,CCC(NC(=O)Cc1c[nH]c2ccccc12)c1ccccc1O,True,3.6835000000000027,0.6481000000000017,0.4909090909090909,False,True
1.0,null,20,,,,116747,COCCSc1ccccc1C(=O)Nc1cccc(C)n1,3.3808200000000017,C=CCSc1ccccc1C(=O)Nc1cc(OC)ccn1,True,3.6206000000000014,0.23977999999999966,0.45901639344262296,False,True
1.0,null,20,,,,131060,CS(=O)(=O)NCCc1csc(-c2ccc(F)cc2)n1,2.0408999999999997,CNS(=O)(=O)NCCC(C=CS)N=Cc1ccc(C)cc1,True,1.6699200000000003,-0.3709799999999994,0.15942028985507245,False,True
1.0,null,20,,,,131949,CCc1c(C)nc(SCC(=O)NC(C)C)[nH]c1=O,1.25742,CCNC(=O)CSc1nc(C)c(Cl)c(=O)[nH]1,True,0.9599199999999999,-0.2975000000000001,0.52,False,True
1.0,null,20,,,,158879,COc1ccc(CC(=O)OCC(=O)c2c[nH]c3ccccc23)cc1,3.145100000000001,COc1ccccc1CC(=O)OCC(=O)c1c[nH]c2ccccc12,True,3.145100000000001,0.0,0.6862745098039216,False,True
1.0,null,20,,,,232056,COCCNC(=O)c1cc(=O)c2cc(C)ccc2o1,1.4776199999999993,Cc1ccc2oc(C(=O)NCC(=O)N(C)C)cc(=O)c2c1,True,0.9194199999999997,-0.5581999999999996,0.6530612244897959,False,True
1.0,null,20,,,,235788,O=C(Cn1nc(-c2ccco2)oc1=O)NCC(F)(F)F,0.7747999999999999,NS(=O)(=O)CCCn1nc(-c2ccco2)oc1=O,True,-0.22510000000000008,-0.9999,0.47368421052631576,False,True
1.0,null,20,,,,236081,CC(=O)c1c(C)[nH]c(C(=O)CSc2nc(C(C)C)n[nH]2)c1C,3.0506400000000014,CC1=CC(=O)OCC(C)(C(=O)CSc2nc(C)n[nH]2)N1,True,0.58322,-2.4674200000000015,0.2714285714285714,False,True
1.0,null,20,,,,281081,O=C(Cn1cccn1)NCc1cccnc1Oc1ccc(F)cc1F,2.665000000000001,COc1ccccc1Oc1ncccc1CNC(=O)Cn1cccn1,True,2.3953999999999995,-0.2696000000000014,0.7241379310344828,False,True
1.0,null,20,,,,284170,COc1ccc(-c2nc(CC(=O)Nc3cccc(C)n3)cs2)cc1,3.7033200000000024,O=C(Cc1csc(-c2cccc(F)c2)n1)Nc1ccccn1,True,3.525400000000002,-0.1779200000000003,0.5,False,False
1.0,null,20,,,,288369,Cc1ccc(NCc2nnc3n2CCCCC3)cc1C,3.2334400000000016,Fc1ccc(NCc2nnc3n2CCCCC3)c(F)c1,True,2.894800000000002,-0.33863999999999983,0.5576923076923077,False,True
1.0,null,20,,,,302889,COc1ccc(OC)c(NC(=O)CCNC(=O)c2cccs2)c1,2.5239000000000003,O=C(CCNC(=O)c1cccs1)Nc1ccc(F)c(Cl)c1,True,3.299200000000001,0.7753000000000005,0.5,False,False
1.0,null,20,,,,327141,COc1ccc(OC)c(S(=O)(=O)Nc2ccn(C)n2)c1,1.2381,O=S(=O)(NC1C=CNC1)c1cc(F)c(F)cc1F,True,0.8677000000000001,-0.37039999999999984,0.14516129032258066,False,True
1.0,null,20,,,,327382,CNC(=O)C1CN(C(=O)c2c(C)noc2C)c2ccccc2O1,1.4452399999999996,CCc1onc(C)c1C(=O)N1Cc2ccccc2OC(NC(C)=O)C1,True,2.04242,0.5971800000000003,0.38028169014084506,False,True
1.0,null,20,,,,406491,COCCNC(=O)C1CCCN(S(=O)(=O)N2CCOCC2)C1,-0.9619999999999964,CCCOC(=O)C1CCN(S(=O)(=O)N2CCOCC2C)CC1,True,0.6171000000000011,1.5790999999999975,0.3384615384615385,False,True
1.0,null,20,,,,413951,O=C(Cn1ncn2cccc2c1=O)N1CCCCCC1,0.8985999999999996,CCCC1C(C#N)OCCN1C(=O)Cn1ncn2cccc2c1=O,True,0.41567999999999916,-0.48292000000000046,0.5,False,True
1.0,null,20,,,,427929,CCNc1nc(NCc2ccccc2Cl)c2cnn(C)c2n1,3.060600000000001,COC=CC=C(CC=NC(=CCl)N(C)C)CNc1ncn[nH]1,True,2.3632999999999997,-0.6973000000000011,0.10344827586206896,False,True
1.0,null,20,,,,447130,CCC(NC(=O)C1CCN(C(=O)C2CC2)CC1)c1ccc(C)cc1,3.2109200000000016,CCc1ccc(C(C)NC(=O)C2CCN(C(=O)C3CC3)CC2)cc1,True,3.0748000000000015,-0.13612000000000002,0.6078431372549019,False,False
1.0,null,20,,,,481908,CCNS(=O)(=O)c1ccc(C)c(C(=O)Nc2ncccc2C)c1,2.24894,COCCNC(=O)c1ccc(C)c(C(=O)Nc2ncccc2C)c1,True,2.3269400000000005,0.07800000000000029,0.5344827586206896,False,True
1.0,null,20,,,,485220,Cc1nn(CC(=O)N2CCN(C)CC2)c(C)c1Br,1.03644,CCN1CCN(C(=O)Cn2nc(C)cc2C#N)CC1,True,0.22729999999999984,-0.8091400000000002,0.37037037037037035,False,True
1.0,null,20,,,,526363,Cc1nnc(SCC(=O)Nc2ccc(O)cc2)n(N)c1=O,0.09692,CCOc1ccccc1NC(=O)CSc1nnc(C)c(=O)n1N,True,0.7900200000000002,0.6931000000000002,0.5964912280701754,False,False
1.0,null,20,,,,536853,COc1ccc(C2CCCN2C(=O)C2CCC2)c(OC)c1,3.1674000000000015,N#CC=C1C=CC(C2CCCN2C(=O)C2CCC2)=C1,True,2.7236800000000008,-0.4437200000000008,0.3898305084745763,False,True
1.0,null,20,,,,540312,Cc1nn(C)c2nc(C3CC3)cc(C(=O)NCC(=O)NC(C)(C)C)c12,1.7986199999999997,CCC(C)C(O)CNC(=O)c1cc(C2CC2)nc2c1c(C)nn2C,True,2.29092,0.4923000000000002,0.6190476190476191,False,True
1.0,null,20,,,,544381,Cc1nc(N2CCCC(C(=O)NC(C)C)C2)c2c(C)c(C)oc2n1,2.8890600000000006,CC1=NC(N2CCCCC2)=CC(NCCC(C)O)=C(C)O1,True,2.3543000000000003,-0.5347600000000003,0.21333333333333335,False,True
1.0,null,20,,,,544382,CCCNC(=O)C1CCCN(c2nc(C)nc3oc(C)c(C)c23)C1,2.8906600000000013,Cc1nc(N2CCCC(C(C)(C)N)C2)c2c(C)c(C)oc2n1,True,3.1017600000000014,0.21110000000000007,0.5409836065573771,False,True
1.0,null,20,,,,550049,Cc1ccc(C)c(OCC(=O)Nc2cccc(-n3cnnc3)c2)c1,2.9016400000000013,CC(=O)c1ccc(OCC(=O)Nc2cccc(-n3cnnc3)c2)cc1,True,2.4874,-0.4142400000000013,0.625,False,False
1.0,null,20,,,,573533,Cc1nn(-c2ncc(C(F)(F)F)cc2Cl)c(=O)o1,2.2011199999999995,Cc1nn(-c2ncc(C(F)(F)F)cc2C)c(=O)o1,True,1.85614,-0.3449799999999996,0.7804878048780488,False,True
1.0,null,20,,,,582555,O=C(NCC(O)c1ccccc1)c1ccc2c(=O)n3c(nc2c1)CCC3,1.8061000000000003,C=CCc1nc2c(c(=O)[nH]1)=CCC(=O)NCC(O)c1ccc(F)cc1CC=2,True,-0.005499999999999838,-1.8116,0.1134020618556701,False,True
1.0,null,20,,,,588547,Cc1n[nH]c(C)c1NC(=O)CCc1ccc(Cl)cc1Cl,3.9046400000000023,Cc1cc(C)c(CCC(=O)Nc2c(C)n[nH]c2C)c(C)c1,True,3.523100000000002,-0.3815400000000002,0.58,False,True
1.0,null,20,,,,607673,CCCN(CC1CC1)S(=O)(=O)c1ccccc1F,2.636400000000001,CCCN(CC1CC1)S(=O)(=O)c1cc(C)ccc1C,True,3.1141400000000017,0.4777400000000007,0.5869565217391305,False,True
1.0,null,20,,,,617681,Cc1cc(C(=O)Nc2nc(-c3ccncc3)cs2)nn1C(C)C,3.5432200000000016,Cn1ccc(C(=O)Nc2nc(-c3ccncc3)cs2)n1,True,2.1909,-1.3523200000000015,0.6111111111111112,False,False
1.0,null,20,,,,650267,COc1ccc2oc(C(=O)NC3CCCCNC3=O)c(C)c2c1,2.14832,CC1=C(C(=O)NC2CCCCNC2)OOc2ccc(Br)cc21,True,2.7624000000000013,0.6140800000000013,0.26582278481012656,False,True
1.0,null,20,,,,668639,Cc1cc(NC(=O)c2ccccc2Cl)ncc1N,2.8779200000000005,Nc1ccc(NC(=O)c2cc(F)cc(F)c2)nc1,True,2.1943,-0.6836200000000003,0.33962264150943394,False,True
1.0,null,20,,,,673160,CCC(=O)Nc1ccc2oc(C(F)(F)F)cc(=O)c2c1,3.160300000000001,CCCc1cc(=O)c2cc(NC(N)=O)ccc2o1,True,2.2361000000000004,-0.9242000000000008,0.49056603773584906,False,True
1.0,null,20,,,,711169,Cc1cccc(C(C)C)c1NC(=O)N(C)Cc1ccncc1,4.177320000000003,CC(=O)c1ccc(NC(=O)N(C)Cc2ccncc2)cc1,True,2.948100000000001,-1.2292200000000015,0.5,False,False
1.0,null,20,,,,720969,Cc1noc(C)c1CCC(=O)OCC(=O)N1c2ccccc2CC1C,2.7450400000000013,Cc1noc(C)c1CCC(=O)OC(C)C(=O)N1CCc2ccccc21,True,2.7450400000000013,0.0,0.5072463768115942,False,True
1.0,null,20,,,,730789,COC(=O)C1CCN(C(=O)c2cc3ccc(F)cc3nc2C)CC1,2.7075200000000006,NC(=O)C1CCN(C(=O)c2cc3ccccc3nc2Cl)CC1,True,2.2257,-0.4818200000000008,0.4032258064516129,False,True
1.0,null,20,,,,738178,Cc1ccc(-n2ccnc2SCc2nc(C3CC3)no2)cc1C,4.041840000000003,Cc1cccc(C)c1-n1ccnc1SCc1nc(C2CC2)no1,True,4.041840000000003,0.0,0.7222222222222222,False,True
1.0,null,20,,,,771897,COc1ccccc1OCC(=O)N(C)Cc1sccc1C,3.102520000000002,COc1ccccc1OCC(=O)N(C(C)C)C(C)c1cccs1,True,4.133700000000004,1.0311800000000018,0.4909090909090909,False,True
1.0,null,20,,,,811446,COC(=O)C1(NC(=O)c2cc(Br)c[nH]2)CCCCCC1,2.7730000000000006,CC1(C)CCCC(NC(=O)c2cc(C(N)=O)c[nH]2)C1,True,1.8122,-0.9608000000000005,0.3114754098360656,False,True
1.0,null,20,,,,848291,CCC(C)NC(=O)NCc1noc(-c2cccs2)n1,2.3958000000000004,CC(C)CNC(=O)N(C)Cc1noc(-c2cccs2)n1,True,2.5955000000000004,0.1997,0.576271186440678,False,True
1.0,null,20,,,,863440,COc1ccc(-c2nc(CCCO)cs2)cc1OC,2.752200000000001,COc1ccc(-c2nc(CC(C)(C)O)cs2)cc1OC,True,3.1407000000000016,0.3885000000000005,0.6521739130434783,False,True
1.0,null,20,,,,864663,N#Cc1ccc(-c2cc(F)ccc2F)nc1N1CCCC1,3.498680000000002,COC=CC1=CC1c1nc(N2CCCC2)ccc1C#N,True,2.7371800000000013,-0.7615000000000007,0.296875,False,True
1.0,null,20,,,,872100,CCc1cccc(C)c1NCC(O)c1ccc2c(c1)OCCO2,3.474120000000002,COc1cc(NCC(O)c2ccc3c(c2)OCCO3)ccc1F,True,2.7510000000000003,-0.7231200000000015,0.48333333333333334,False,True
1.0,null,20,,,,886334,COc1ccc(C(=O)N2CCCC(C(=O)N3CCCCC3)C2)c(O)c1,2.2655000000000003,C=C(F)C(=CC=COC)C(=O)N1CCCC(C(=O)N2CCC(C)CC2)C1,True,3.0532000000000012,0.787700000000001,0.3382352941176471,False,True
1.0,null,20,,,,887387,COCCNC(=O)N(Cc1cccc(F)c1)CC1CCCO1,2.1627,CS(=O)(=O)NCC(=O)N(Cc1cccc(F)c1)CC1CCCO1,True,0.8824999999999994,-1.2802000000000007,0.625,False,False
1.0,null,20,,,,889149,N#Cc1ccc(NC(=O)c2ccc(Br)cc2Cl)nc1,3.621480000000001,N#Cc1ccnc(NC(=O)c2ccccc2Br)c1,True,2.9680800000000005,-0.6534000000000004,0.4444444444444444,False,True
1.0,null,20,,,,913483,O=C(CNC(=O)NCCc1c(Cl)cccc1Cl)NC1CC1,2.1137000000000006,Cc1ccc(CCNC(=O)NCC(=O)NC2CC2)cc1,True,1.1153199999999999,-0.9983800000000007,0.5957446808510638,False,True
1.0,null,20,,,,917620,C=CCN(Cc1ccccc1OC)C(=O)c1csc(C)n1,3.288520000000002,C=CCN(Cc1c(F)cccc1Cl)C(=O)c1csc(C)n1,True,4.072420000000003,0.7839000000000009,0.5666666666666667,False,True
1.0,null,20,,,,918312,CCOc1ccc(Cl)c(C(=O)N2CCN(c3ncccn3)CC2)n1,1.8860999999999997,COc1ccnc(NC2CCCN(C(=O)c3ncccc3O)C2)n1,True,1.3024999999999998,-0.5835999999999999,0.3108108108108108,False,True
1.0,null,20,,,,922879,CC(=O)c1ccc(N2CCN(Cc3c(F)cccc3F)CC2)cc1,3.489600000000003,COc1ccc(CN2CCN(c3cccc(F)c3)CC2)cc1C,True,3.464920000000002,-0.024680000000000923,0.3389830508474576,False,True
1.0,null,20,,,,927535,COc1cc(CN2CCN(c3ccccc3F)CC2)ccc1O,2.862100000000002,COc1ccc(CN2CCN(c3ccc(F)cc3)CC2)cc1O,True,2.862100000000002,0.0,0.5471698113207547,False,True
1.0,null,20,,,,927567,Cc1ccccc1N1CCN(Cc2cccc(O)c2)CC1,3.022820000000001,Cc1ccccc1C(N)N1CCN(c2ccccc2C)CC1,True,3.0829400000000016,0.060120000000000395,0.425531914893617,False,True
1.0,null,20,,,,938108,CC(c1ccccc1)N(C)C(=O)CCC(=O)Nc1nccs1,3.0814000000000012,Cc1csc(NC(=O)CCC(=O)N(C)Cc2ccccc2)n1,True,2.8288200000000012,-0.25258,0.4262295081967213,False,True
1.0,null,20,,,,943303,CN(CCCOc1ccccc1)C(=O)Nc1cccc2c1OCCO2,3.390600000000002,O=C(NCCCOc1ccc(Cl)cc1)Nc1cccc2c1OCCO2,True,3.701800000000002,0.31120000000000037,0.5409836065573771,False,True
1.0,null,20,,,,946289,CC(NC(=O)C1(c2cc(-c3ccco3)on2)CC1)c1ccccc1,3.843600000000002,C=CC(=CC=COC)CNC(=O)C(C)c1cc(-c2ccco2)on1,True,3.426800000000002,-0.4168000000000003,0.33766233766233766,False,True
1.0,null,20,,,,994077,Cc1nnc(Cn2c(-c3cccc(Br)c3)noc2=O)o1,2.0055199999999997,Cc1nnc(Cn2c(-c3ccc(F)cc3)noc2=O)o1,True,1.3821199999999998,-0.6234,0.64,False,True
1.0,null,20,,,,1065620,O=C(NCc1cccnc1Oc1ccccc1)c1cccnc1,3.198900000000002,Cc1ccc(Oc2ncccc2CNC(=O)c2ccc(C#N)nc2)cc1,True,3.3790000000000004,0.1800999999999986,0.5862068965517241,False,True
1.0,null,20,,,,1093926,CN(C(=O)CNc1cccc(OCC2CCCO2)c1)c1ccccc1,3.319300000000002,O=C(CNc1ccc(F)cc1)Nc1cccc(OCC2CCCO2)c1,True,3.4341000000000026,0.11480000000000068,0.59375,False,True
1.0,null,20,,,,1107920,CCc1ccc(-n2cc(C(=O)NC(C)c3ccccc3)nn2)cc1,3.320700000000002,O=C(NCc1ccc(Cl)cc1)c1cn(-c2ccccc2)nn1,True,2.8507000000000007,-0.4700000000000015,0.5,False,False
1.0,null,20,,,,1113130,CC(NC(=O)Cn1nnnc1C(C)(C)C)c1cccc2ccccc12,3.0012000000000016,CC(Cc1cccc2ccccc12)NC(=O)Cn1cnnn1,True,1.5736999999999997,-1.427500000000002,0.42857142857142855,False,True
1.0,null,20,,,,1121751,COC(=O)Cn1ccc(NS(=O)(=O)c2ccc(F)c(F)c2F)n1,1.2742,CC(=O)c1ccc(S(=O)(=O)Nc2ccn(C(C)C)n2)cc1,True,2.4674000000000005,1.1932000000000005,0.3225806451612903,False,True
