guidance,request,requested_bin,requested_centre,bin_lo,bin_hi,seed_row,seed_smiles,seed_value,generated,valid,generated_value,obtained_delta,tanimoto_to_seed,is_copy,novel
1.0,null,20,,,,32052,COc1ccccc1CNC(=O)Cc1c[nH]c2ccccc12,3.035400000000001,Cc1ccccc1CNC(=O)Cc1c[nH]c2ccccc12,True,3.3352200000000014,0.2998200000000004,0.7111111111111111,False,False
1.0,null,20,,,,116747,COCCSc1ccccc1C(=O)Nc1cccc(C)n1,3.3808200000000017,C=CCSc1ccccc1C(=O)Nc1cc(OC)ccn1,True,3.6206000000000014,0.23977999999999966,0.45901639344262296,False,True
1.0,null,20,,,,131060,CS(=O)(=O)NCCc1csc(-c2ccc(F)cc2)n1,2.0408999999999997,CNS(=O)(=O)NCCC(C=CS)N=Cc1ccc(C)cc1,True,1.6699200000000003,-0.3709799999999994,0.15942028985507245,False,True
1.0,null,20,,,,131949,CCc1c(C)nc(SCC(=O)NC(C)C)[nH]c1=O,1.25742,CCNC(=O)CSc1nc(C)c(C)c(=O)[nH]1,True,0.61494,-0.6424799999999999,0.5416666666666666,False,True
1.0,null,20,,,,158879,COc1ccc(CC(=O)OCC(=O)c2c[nH]c3ccccc23)cc1,3.145100000000001,COc1cccc(CC(=O)OCC(=O)c2c[nH]c3ccccc23)c1,True,3.145100000000001,0.0,0.78,False,True
1.0,null,20,,,,232056,COCCNC(=O)c1cc(=O)c2cc(C)ccc2o1,1.4776199999999993,CC1=CC(=O)C=C(C(=O)NC(C)CO)Oc2ccc(C)cc21,True,1.7407199999999998,0.26310000000000056,0.3125,False,True
1.0,null,20,,,,235788,O=C(Cn1nc(-c2ccco2)oc1=O)NCC(F)(F)F,0.7747999999999999,CN(CCCCC#N)C(=O)Cn1nc(-c2ccco2)oc1=O,True,1.2485799999999996,0.47377999999999965,0.49206349206349204,False,True
1.0,null,20,,,,236081,CC(=O)c1c(C)[nH]c(C(=O)CSc2nc(C(C)C)n[nH]2)c1C,3.0506400000000014,CC1=CC(=O)OCC(C)(C(=O)CSc2nc(C)n[nH]2)N1,True,0.58322,-2.4674200000000015,0.2714285714285714,False,True
1.0,null,20,,,,281081,O=C(Cn1cccn1)NCc1cccnc1Oc1ccc(F)cc1F,2.665000000000001,COc1ccnc(CC(=O)NCc2cccnc2Oc2ccc(F)cc2)c1,True,3.275500000000002,0.6105000000000009,0.4714285714285714,False,True
1.0,null,20,,,,284170,COc1ccc(-c2nc(CC(=O)Nc3cccc(C)n3)cs2)cc1,3.7033200000000024,O=C(Cc1csc(-c2cccc(F)c2)n1)Nc1ccccn1,True,3.525400000000002,-0.1779200000000003,0.5,False,False
