guidance,request,requested_bin,requested_centre,bin_lo,bin_hi,seed_row,seed_smiles,seed_value,generated,valid,generated_value,obtained_delta,tanimoto_to_seed,is_copy,novel
1.0,null,20,,,,32052,COc1ccccc1CNC(=O)Cc1c[nH]c2ccccc12,3.035400000000001,Cc1ccc(CNC(=O)Cc2c[nH]c3ccccc23)c(F)c1,True,3.4743200000000014,0.4389200000000004,0.5961538461538461,False,True
1.0,null,20,,,,116747,COCCSc1ccccc1C(=O)Nc1cccc(C)n1,3.3808200000000017,C=CCOC=CC=C(C=CO)C(=O)Nc1cc(C)ccn1,True,3.0429200000000005,-0.3379000000000012,0.19736842105263158,False,True
1.0,null,20,,,,131060,CS(=O)(=O)NCCc1csc(-c2ccc(F)cc2)n1,2.0408999999999997,CNS(=O)(=O)NCCC(C=CS)N=Cc1ccc(C)cc1,True,1.6699200000000003,-0.3709799999999994,0.15942028985507245,False,True
1.0,null,20,,,,131949,CCc1c(C)nc(SCC(=O)NC(C)C)[nH]c1=O,1.25742,CCNC(=O)CSc1nc(C(C)C)cc(=O)[nH]1,True,1.1215,-0.13592000000000004,0.41818181818181815,False,True
1.0,null,20,,,,158879,COc1ccc(CC(=O)OCC(=O)c2c[nH]c3ccccc23)cc1,3.145100000000001,COc1cccc(C(=O)COC(=O)Cc2c[nH]c3ccc(F)cc23)c1,True,3.284200000000001,0.1391,0.453125,False,True
1.0,null,20,,,,232056,COCCNC(=O)c1cc(=O)c2cc(C)ccc2o1,1.4776199999999993,Cc1cc(=O)c2cc(C(=O)NCCCCO)ccc2o1,True,1.6037199999999998,0.12610000000000054,0.44642857142857145,False,True
1.0,null,20,,,,235788,O=C(Cn1nc(-c2ccco2)oc1=O)NCC(F)(F)F,0.7747999999999999,NS(=O)(=O)CCCn1nc(-c2ccco2)oc1=O,True,-0.22510000000000008,-0.9999,0.47368421052631576,False,True
1.0,null,20,,,,236081,CC(=O)c1c(C)[nH]c(C(=O)CSc2nc(C(C)C)n[nH]2)c1C,3.0506400000000014,CC=C(NC(C)=CC(=O)OC)C(=O)CSc1nc(C)n[nH]1,True,1.3445199999999997,-1.7061200000000016,0.3181818181818182,False,True
1.0,null,20,,,,281081,O=C(Cn1cccn1)NCc1cccnc1Oc1ccc(F)cc1F,2.665000000000001,Cc1ccc(Oc2ncccc2CNC(=O)Cn2cccn2)cc1,True,2.69522,0.030219999999999025,0.6666666666666666,False,True
1.0,null,20,,,,284170,COc1ccc(-c2nc(CC(=O)Nc3cccc(C)n3)cs2)cc1,3.7033200000000024,O=C(Cc1csc(-c2cccc(F)c2)n1)Nc1ccccn1,True,3.525400000000002,-0.1779200000000003,0.5,False,False
